,cand_id,attempt_end_dt,attempt_start_dt,attempt_time,attempt_ct,window_exit_ct,out_of_window_time,max_score,net_disconnect_time,invite_method,team,copy_paste_ct,prod_rating,city,state,zip,cand_provided_major,major-clean,major-area,tek_bool,tek_detail,data_issue_bool,q01-score,q02-score,q03-score,q04-score,q05-score,q06-score,q07-score,q08-score,q09-score,q10-score,q11-score,q12-score,q13-score,q14-score,q01-time,q02-time,q03-time,q04-time,q05-time,q06-time,q07-time,q08-time,q09-time,q10-time,q11-time,q12-time,q13-time,q14-time,q02-loc,q03-loc,q04-loc,q05-loc,q06-loc,q07-loc,q08-loc,q09-loc,q10-loc,q11-loc,q12-loc,q13-loc,q14-loc,q02-compile&test_ct,q03-compile&test_ct,q04-compile&test_ct,q05-compile&test_ct,q06-compile&test_ct,q07-compile&test_ct,q08-compile&test_ct,q09-compile&test_ct,q10-compile&test_ct,q11-compile&test_ct,q12-compile&test_ct,q13-compile&test_ct,q14-compile&test_ct,score,score_pct,total_q_time,score_pass_bool,copy_paste_bool,attempt_time_of_day
148,249,2030-08-15 23:01:00,2029-08-29 05:58:00,24.177777777777777,1,0,0.0,131,22.628055555555555,Invited Via Email,Developers|CDT_Admin,0,,Glendale,CA,91201.0,,,,0,0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19777777777777777,1.2661111111111112,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,1.0,0.01,1.4938888888888888,0,0,05:58:00
149,250,2030-09-05 00:39:00,2029-09-15 23:11:00,67.04583333333333,1,0,0.0,131,20.575555555555557,Invited Via Email,Developers|CDT_Admin,0,1.0,Peoria,AZ,85345.0,java developer,Software Development,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,0.6380555555555556,23.08972222222222,0.2536111111111111,0.8844444444444445,8.832777777777778,1.0480555555555555,0.15166666666666667,1.1883333333333332,1.2230555555555556,0.3363888888888889,0.46111111111111114,0.31916666666666665,7.408333333333333,0.5472222222222223,10,10,11,13,4,5,10,7,6,7,8,13,22,6,2,7,22,28,10,13,12,5,16,8,70,12,121.0,0.92,46.38194444444444,1,0,23:11:00
150,251,2030-09-25 02:17:00,2029-10-03 16:24:00,70.79666666666667,1,0,0.0,131,41.90972222222222,Invited Via Email,Developers|CDT_Admin,0,3.0,Seattle,WA,98101.0,Devops,DevOps,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,0.17944444444444443,4.462777777777778,9.432777777777778,2.339166666666667,1.2347222222222223,2.1258333333333335,0.49472222222222223,0.4297222222222222,0.42833333333333334,0.7433333333333333,1.0386111111111112,1.185,0.9322222222222222,3.815,6,6,4,7,5,5,7,6,5,6,7,11,19,19,17,12,18,16,7,4,3,5,9,10,3,18,131.0,1.0,28.841666666666665,1,0,16:24:00
151,252,2030-10-15 03:55:00,2029-10-21 09:37:00,71.99277777777777,2,0,0.0,131,48.653333333333336,Invited Via Email,Admissions,0,1.0,Annandale,VA,22003.0,,,,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,0,0,0,0.005833333333333334,0.29388888888888887,0.3327777777777778,0.3883333333333333,0.37527777777777777,2.4266666666666667,0.4063888888888889,1.6011111111111112,0.2847222222222222,2.7530555555555556,1.1558333333333333,0.7661111111111111,8.464722222222223,2.5658333333333334,9,9,9,13,8,9,12,11,9,10,10,12,0,10,7,5,8,17,5,8,11,15,16,21,10,0,101.0,0.77,21.820555555555554,0,0,09:37:00
152,253,2030-11-04 05:33:00,2029-11-08 02:50:00,70.74555555555555,1,0,0.0,131,56.770833333333336,Invited Via Email,Developers|CDT_Admin,0,2.0,New York,NY,10001.0,AMD,Software Engineering,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,0.009166666666666667,0.30527777777777776,0.09805555555555556,0.21833333333333332,0.16777777777777778,0.9338888888888889,0.46111111111111114,0.7358333333333333,0.2991666666666667,0.12055555555555555,1.58,0.5372222222222223,6.776388888888889,1.6694444444444445,9,11,10,12,9,9,17,11,11,9,14,15,26,10,5,8,5,25,26,12,7,4,23,14,40,28,121.0,0.92,13.912222222222223,1,0,02:50:00
153,254,2030-11-24 07:11:00,2029-11-25 20:03:00,65.95305555555555,1,0,0.0,131,35.19416666666667,Invited Via Email,Developers|CDT_Admin,0,3.0,Los Angeles,CA,90001.0,Application Development,Software Engineering,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,0,0,0,2.5719444444444446,5.108611111111111,1.4502777777777778,0.7080555555555555,0.42694444444444446,3.1972222222222224,6.095833333333333,1.028888888888889,3.6325,3.562777777777778,1.4383333333333332,0.26,1.1316666666666666,0.0975,9,9,9,14,8,9,12,10,9,10,6,11,4,17,17,11,6,22,38,15,38,38,13,2,11,1,101.0,0.77,30.710555555555555,0,0,20:03:00
154,255,2030-12-14 08:49:00,2029-12-13 13:16:00,71.01194444444444,1,0,0.0,131,50.598333333333336,Invited Via Email,Developers|CDT_Admin,0,3.0,Philadelphia,PA,19102.0,Application Development,Software Engineering,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,0.013888888888888888,1.0166666666666666,0.36194444444444446,0.7572222222222222,0.4413888888888889,1.4097222222222223,1.1677777777777778,3.355,1.166111111111111,0.32555555555555554,0.23166666666666666,1.1783333333333332,7.714444444444444,1.1872222222222222,8,8,10,11,9,9,10,9,8,11,9,12,20,4,4,11,4,21,21,7,4,4,6,15,40,17,121.0,0.92,20.326944444444443,1,0,13:16:00
155,256,2031-01-03 10:27:00,2029-12-31 06:29:00,4.7813888888888885,2,0,0.0,131,0.020277777777777777,Invited Via Email,Admissions,18,2.0,Seattle,WA,98101.0,Per Scholas,,,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,0.06833333333333333,0.16583333333333333,0.028888888888888888,0.02388888888888889,0.025833333333333333,0.02861111111111111,0.10083333333333333,1.4602777777777778,0.10722222222222222,0.4633333333333333,0.41055555555555556,0.5541666666666667,1.0322222222222222,0.18388888888888888,11,10,9,14,9,10,18,11,13,12,13,14,22,11,6,6,6,6,6,18,7,19,20,14,52,11,121.0,0.92,4.653888888888889,1,1,06:29:00
156,257,2031-01-23 12:05:00,2030-01-17 23:42:00,70.2225,1,0,0.0,131,57.13194444444444,Invited Via Email,Developers|CDT_Admin,0,4.0,Everett,WA,98201.0,Computer Science,Computer Science,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,0.04777777777777778,0.33361111111111114,0.14333333333333334,0.07111111111111111,0.11833333333333333,8.503055555555555,0.91,0.21583333333333332,0.4266666666666667,0.13361111111111112,0.2388888888888889,0.11861111111111111,0.9855555555555555,0.8286111111111111,8,8,8,10,8,8,10,9,8,9,9,14,22,6,5,4,4,42,21,7,16,4,5,5,13,16,131.0,1.0,13.075,1,0,23:42:00
157,258,2031-02-12 13:43:00,2030-02-04 16:55:00,0.8947222222222222,1,0,0.0,131,0.0,Invited Via Email,Developers|CDT_Admin,0,1.0,Durham,NC,27701.0,Application Dev Management,Software Engineering,IT-development focused,0,0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07666666666666666,0.08361111111111111,0.03805555555555556,0.6091666666666666,0.003611111111111111,0.0019444444444444444,0.0016666666666666668,0.0022222222222222222,0.001388888888888889,0.0025,0.001388888888888889,0.0016666666666666668,0.0022222222222222222,0.02277777777777778,6,6,2,4,4,4,4,4,4,4,4,4,4,3,5,2,2,2,2,2,2,2,2,2,2,2,1.0,0.01,0.8488888888888889,0,0,16:55:00
158,259,2031-03-04 15:21:00,2030-02-22 10:08:00,66.97,1,0,0.0,131,58.961666666666666,Invited Via Email,Developers|CDT_Admin,0,3.0,Fullerton,CA,92831.0,Computer Science,Computer Science,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,0.10583333333333333,0.5866666666666667,0.3047222222222222,0.9552777777777778,0.12055555555555555,0.6247222222222222,0.18583333333333332,2.3202777777777777,0.8697222222222222,0.25972222222222224,0.495,0.27166666666666667,0.6661111111111111,0.18666666666666668,10,10,11,13,10,9,10,11,10,11,10,10,26,29,20,36,12,34,15,44,23,14,9,11,22,10,121.0,0.92,7.9527777777777775,1,0,10:08:00
159,260,2031-03-24 16:59:00,2030-03-12 03:21:00,9.018888888888888,1,0,0.0,131,7.915555555555556,Invited Via Email,Developers|CDT_Admin,0,,Baltimore,MD,21201.0,,,,0,0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019444444444444444,0.49944444444444447,0.059444444444444446,0.07722222222222222,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,8,9,0,0,0,0,0,0,0,0,0,0,20,5,2,0,0,0,0,0,0,0,0,0,0,1.0,0.01,0.6555555555555556,0,0,03:21:00
160,261,2031-04-13 18:37:00,2030-03-29 20:34:00,48.65472222222222,1,0,0.0,131,41.5775,Invited Via Email,Developers|CDT_Admin,0,3.0,New Albany,IN,47150.0,computer science,Computer Science,IT-development focused,0,0,,1.0,10,10,10,10,10,0,10,10,10,0,10,10,0,0.017777777777777778,3.0588888888888888,0.43333333333333335,0.43416666666666665,0.5969444444444445,0.21638888888888888,0.35,0.17194444444444446,0.18694444444444444,0.20444444444444446,0.26666666666666666,0.1297222222222222,0.2688888888888889,0.7280555555555556,9,9,10,12,9,9,11,9,8,11,12,17,23,59,15,17,9,11,15,3,3,7,8,4,8,14,101.0,0.77,7.064166666666667,0,0,20:34:00
161,262,2031-05-03 20:15:00,2030-04-16 13:47:00,2.5580555555555557,1,0,0.0,131,0.7544444444444445,Invited Via Email,Developers|CDT_Admin,0,3.0,Redmond,WA,98052.0,CS,Computer Science,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,0.0075,0.022222222222222223,0.015555555555555555,0.030833333333333334,0.16027777777777777,0.09083333333333334,0.33416666666666667,0.030555555555555555,0.22611111111111112,0.03805555555555556,0.07361111111111111,0.555,0.19694444444444445,0.011111111111111112,6,5,6,7,4,5,7,6,5,6,7,14,22,4,4,4,9,10,14,4,10,6,3,24,8,3,121.0,0.92,1.7927777777777778,1,0,13:47:00
162,263,2031-05-23 21:53:00,2030-05-04 07:00:00,45.9075,1,0,0.0,131,44.208888888888886,Invited Via Email,Developers|CDT_Admin,0,,Bronx,NY,10451.0,,,,0,0,,1.0,10,0,10,0,0,0,0,0,0,0,0,0,0,0.17888888888888888,0.7519444444444444,0.035277777777777776,0.3227777777777778,0.0005555555555555556,0.17444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.11083333333333334,0.0,6,2,13,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,21.0,0.16,1.5747222222222221,0,0,07:00:00
163,264,2031-06-12 23:31:00,2030-05-22 00:13:00,71.99777777777778,1,0,0.0,131,37.9125,Invited Via Email,Developers|CDT_Admin,0,3.0,Port Orchard,WA,98366.0,Application Development Manager,Software Engineering,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,0.09916666666666667,2.1238888888888887,6.455277777777778,1.4822222222222223,6.567777777777778,1.7505555555555556,0.8705555555555555,5.644722222222223,2.145,0.3333333333333333,0.7430555555555556,0.37277777777777776,1.5730555555555557,3.917777777777778,10,13,13,17,17,14,17,15,14,15,23,21,60,8,9,6,32,6,19,7,32,12,5,7,26,11,121.0,0.92,34.079166666666666,1,0,00:13:00
164,265,2031-07-03 01:09:00,2030-06-08 17:26:00,29.280833333333334,2,0,0.0,131,28.820555555555554,Invited Via Email,Developers|CDT_Admin,0,2.0,Fresno,CA,93701.0,ADM,Software Engineering,IT-development focused,0,0,,1.0,10,10,10,10,0,0,0,10,10,10,10,10,0,0.0008333333333333334,0.03305555555555555,0.008333333333333333,0.012222222222222223,0.006388888888888889,0.015833333333333335,0.3038888888888889,0.010277777777777778,0.009166666666666667,0.010555555555555556,0.007222222222222222,0.006666666666666667,0.014444444444444444,0.009722222222222222,7,6,5,8,4,4,4,6,5,6,6,7,0,2,2,2,2,2,4,2,2,2,2,2,2,1,91.0,0.69,0.4486111111111111,0,0,17:26:00
165,266,2031-07-23 02:47:00,2030-06-26 10:39:00,52.242222222222225,2,0,0.0,131,23.567222222222224,Invited Via Email,Developers|CDT_Admin,0,1.0,Redmond,WA,98052.0,Application Development Manager,Software Engineering,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,0.0038888888888888888,1.9919444444444445,1.9797222222222222,0.3836111111111111,9.573888888888888,2.5566666666666666,5.6875,4.151666666666666,1.15,0.12805555555555556,0.18833333333333332,0.3527777777777778,0.2791666666666667,0.23805555555555555,5,6,5,7,5,5,9,6,5,6,9,11,34,21,22,7,10,4,8,4,5,4,5,6,3,4,121.0,0.92,28.665277777777778,1,0,10:39:00
166,267,2031-08-12 04:25:00,2030-07-14 03:52:00,71.65972222222223,2,0,0.0,131,40.03472222222222,Invited Via Email,Developers|CDT_Admin,0,5.0,Brentwood,CA,94513.0,ADM,Software Engineering,IT-development focused,0,0,,1.0,10,10,10,10,10,10,0,10,10,0,10,0,10,0.05138888888888889,0.7513888888888889,0.12055555555555555,8.83361111111111,3.2680555555555557,5.388888888888889,3.046388888888889,4.651111111111111,0.1922222222222222,0.1763888888888889,3.8008333333333333,0.24888888888888888,0.055,0.22527777777777777,8,8,7,10,8,10,10,9,8,15,9,0,22,37,5,32,10,101,57,70,3,3,103,2,0,4,101.0,0.77,30.81,0,0,03:52:00
167,268,2031-09-01 06:03:00,2030-07-31 21:05:00,71.38638888888889,1,0,0.0,131,61.220555555555556,Invited Via Email,Developers|CDT_Admin,0,3.0,Philadelphia,PA,19102.0,Cyber Security,Cyber Security,IT non-development,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,0.017222222222222222,0.2594444444444444,0.10527777777777778,0.3958333333333333,0.12861111111111112,0.595,0.15055555555555555,0.17583333333333334,0.905,0.15722222222222224,0.6694444444444444,0.5544444444444444,4.986944444444444,1.0347222222222223,9,9,9,11,5,11,14,6,11,12,7,22,23,7,2,14,4,17,8,4,29,3,12,17,163,32,121.0,0.92,10.135555555555555,1,0,21:05:00
168,269,2031-09-21 07:41:00,2030-08-18 14:18:00,71.9975,2,0,0.0,131,54.289722222222224,Invited Via Email,Developers|CDT_Admin,0,4.0,Albany,NY,12201.0,,,,0,0,,1.0,10,10,10,10,10,10,10,0,10,0,0,0,0,2.99,0.1963888888888889,0.01861111111111111,8.759444444444444,0.3161111111111111,1.1377777777777778,0.2875,0.5847222222222223,3.147777777777778,0.11861111111111111,0.1338888888888889,0.0,0.0,0.0,10,10,13,15,9,10,16,17,10,10,0,0,0,3,2,37,8,13,9,5,49,3,5,0,0,0,81.0,0.62,17.690833333333334,0,0,14:18:00
169,270,2031-10-11 09:19:00,2030-09-05 07:31:00,71.25055555555555,1,0,0.0,131,42.526944444444446,Invited Via Email,Developers|CDT_Admin,0,3.0,Seattle,WA,98101.0,Software Development,Software Development,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,0.10527777777777778,0.605,0.5027777777777778,0.2611111111111111,0.1875,0.3811111111111111,0.2263888888888889,9.016388888888889,2.888611111111111,0.22444444444444445,2.3169444444444443,0.36,8.883611111111112,2.756111111111111,11,11,10,13,11,11,14,13,11,6,14,15,25,18,14,5,9,9,5,15,15,7,16,6,74,4,121.0,0.92,28.71527777777778,1,0,07:31:00
170,271,2031-10-31 10:57:00,2030-09-23 00:44:00,71.60138888888889,3,0,0.0,131,25.572777777777777,Invited Via Email,Admissions,0,,Phoenix,AZ,85001.0,ADM,Software Engineering,IT-development focused,0,0,,1.0,10,10,10,10,0,0,0,10,10,10,10,0,0,0.006944444444444444,0.22777777777777777,0.3063888888888889,5.903333333333333,9.565555555555555,3.306111111111111,1.0591666666666666,1.4247222222222222,14.441944444444445,0.3075,0.2613888888888889,0.37333333333333335,1.9830555555555556,6.304444444444444,10,9,10,12,8,9,14,12,10,10,15,13,28,6,5,37,59,89,31,38,3,10,10,7,62,29,81.0,0.62,45.471666666666664,0,0,00:44:00
171,272,2031-11-20 12:35:00,2030-10-10 17:57:00,71.85333333333334,1,0,0.0,131,51.32472222222222,Invited Via Email,Developers|CDT_Admin,0,3.0,Hercules,CA,94547.0,ADM,Software Engineering,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,0.04888888888888889,1.4233333333333333,1.0272222222222223,6.069166666666667,0.15555555555555556,2.0861111111111112,0.39,2.2994444444444446,0.5616666666666666,0.2127777777777778,0.09638888888888889,0.7377777777777778,4.414444444444444,0.6844444444444444,13,9,9,11,7,11,14,10,9,10,13,14,25,18,15,9,6,11,14,52,13,12,8,16,31,8,121.0,0.92,20.20722222222222,1,0,17:57:00
172,273,2031-12-10 14:13:00,2030-10-28 11:10:00,48.04388888888889,2,0,0.0,131,39.43666666666667,Invited Via Email,Developers|CDT_Admin,0,,Hemet,CA,92543.0,Application Development Management,Software Engineering,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,0.08,0.7427777777777778,0.09972222222222223,0.06694444444444445,0.45055555555555554,2.9191666666666665,1.1813888888888888,1.381388888888889,1.021388888888889,0.07,0.11888888888888889,0.15222222222222223,0.1436111111111111,0.13583333333333333,9,9,8,11,8,9,11,10,9,10,11,12,36,11,3,3,6,37,17,7,10,2,7,4,5,3,121.0,0.92,8.563888888888888,1,0,11:10:00
173,274,2031-12-30 15:51:00,2030-11-15 04:23:00,64.0338888888889,1,0,0.0,131,46.07222222222222,Invited Via Email,Developers|CDT_Admin,0,5.0,Bellevue,WA,98004.0,Application Development Manager,Software Engineering,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,0.22166666666666668,0.5605555555555556,0.2563888888888889,0.7480555555555556,0.37972222222222224,0.8175,2.785833333333333,0.5236111111111111,1.3080555555555555,0.16083333333333333,0.8047222222222222,1.0361111111111112,4.935277777777777,3.3969444444444443,12,12,13,16,11,12,16,15,12,12,16,22,43,12,9,14,7,17,68,11,46,5,22,20,45,38,131.0,1.0,17.935277777777777,1,0,04:23:00
174,275,2032-01-19 17:29:00,2030-12-02 21:36:00,64.49138888888889,1,0,0.0,131,43.77444444444444,Invited Via Email,Developers|CDT_Admin,0,4.0,North Brunswick,NJ,8902.0,CS,Computer Science,IT-development focused,0,0,,1.0,10,10,10,10,0,0,10,10,10,10,10,0,0,0.12611111111111112,0.6441666666666667,0.36916666666666664,4.017222222222222,0.8208333333333333,0.7491666666666666,0.7944444444444444,5.497222222222222,1.5241666666666667,0.7547222222222222,2.3855555555555554,0.8627777777777778,1.8966666666666667,0.26472222222222225,8,8,7,11,8,9,15,15,13,13,15,34,4,16,5,63,18,7,5,12,15,6,28,14,6,1,91.0,0.69,20.706944444444446,0,0,21:36:00
175,276,2032-02-08 19:07:00,2030-12-20 14:49:00,71.1225,2,0,0.0,131,33.1075,Invited Via Email,Developers|CDT_Admin,0,3.0,Tacoma,WA,98402.0,Application Development Manager,Software Engineering,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,0,0.0044444444444444444,0.08361111111111111,0.01638888888888889,0.030833333333333334,0.0425,0.06305555555555556,0.14277777777777778,30.7325,1.4755555555555555,1.4597222222222221,1.2244444444444444,1.4530555555555555,0.16333333333333333,1.0888888888888888,5,6,4,8,4,5,8,7,7,8,8,0,33,4,2,3,2,2,2,14,7,5,2,2,0,7,111.0,0.85,37.98111111111111,0,0,14:49:00
176,277,2032-02-28 20:45:00,2031-01-07 08:02:00,57.74,2,0,0.0,131,23.454722222222223,Invited Via Email,Developers|CDT_Admin,0,,Darby,PA,19023.0,computer programing,Computer Programming,IT-development focused,0,0,,1.0,10,10,10,10,0,0,0,0,10,0,10,0,0,0.0030555555555555557,0.23666666666666666,0.1111111111111111,2.6880555555555556,1.8958333333333333,7.785,3.571388888888889,2.147777777777778,1.8075,0.19083333333333333,4.812777777777778,0.49194444444444446,2.390833333333333,6.149166666666667,3,2,10,9,4,9,11,5,3,7,9,12,6,13,5,83,43,139,133,89,33,14,170,15,34,9,61.0,0.47,34.28194444444444,0,0,08:02:00
177,278,2032-03-19 22:23:00,2031-01-25 01:15:00,43.37166666666667,1,0,0.0,131,24.518055555555556,Invited Via Email,Developers|CDT_Admin,0,4.0,Dover,DE,19901.0,ADM,Software Engineering,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,0.2338888888888889,0.8894444444444445,0.6983333333333334,2.910277777777778,0.4875,2.0869444444444443,0.5413888888888889,2.2466666666666666,1.0894444444444444,1.121388888888889,0.45222222222222225,1.4991666666666668,1.89,2.586388888888889,37,36,9,18,13,13,21,17,14,10,22,24,75,20,10,2,8,32,6,6,4,2,3,12,14,12,131.0,1.0,18.733055555555556,1,0,01:15:00
178,279,2032-04-09 00:01:00,2031-02-11 18:28:00,53.909444444444446,2,0,0.0,131,0.25722222222222224,Invited Via Email,Developers|CDT_Admin,0,,Hampton,VA,23605.0,,,,0,0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016666666666666668,27.70916666666667,25.94361111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,1.0,0.01,53.654444444444444,0,0,18:28:00
179,280,2032-04-29 01:39:00,2031-03-01 11:41:00,58.65,1,0,0.0,131,57.43638888888889,Invited Via Email,Developers|CDT_Admin,0,,Pittsburgh,PA,15201.0,,,,0,0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026111111111111113,1.1788888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.01,1.205,0,0,11:41:00
180,281,2032-05-19 03:17:00,2031-03-19 04:54:00,61.720555555555556,1,0,0.0,131,54.8825,Invited Via Email,Developers|CDT_Admin,0,5.0,Pittsburgh,PA,15201.0,Java Development,Software Development,IT-development focused,0,0,,0.5,10,10,10,10,10,10,10,10,10,10,10,10,10,0.043055555555555555,0.40555555555555556,0.36194444444444446,0.13833333333333334,0.26472222222222225,1.3444444444444446,0.22583333333333333,1.0697222222222222,0.2152777777777778,0.23055555555555557,0.14944444444444444,0.2386111111111111,0.9763888888888889,1.1330555555555555,8,9,6,11,6,7,15,11,9,10,12,24,22,9,7,5,8,7,4,7,3,3,4,2,4,12,130.5,1.0,6.796944444444445,1,0,04:54:00
181,282,2032-06-08 04:55:00,2031-04-05 22:07:00,54.62361111111111,1,0,0.0,131,43.58027777777778,Invited Via Email,Developers|CDT_Admin,0,2.0,Pittsburgh,PA,15201.0,Full Stack Java Developer,Full Stack Development,IT-development focused,0,0,,1.0,10,10,10,10,10,0,10,10,10,10,10,0,0,0.03,0.9880555555555556,0.5969444444444445,0.13555555555555557,0.4577777777777778,1.9125,0.8472222222222222,1.7908333333333333,0.5466666666666666,0.225,0.059722222222222225,0.2991666666666667,2.0030555555555556,1.0238888888888888,25,20,15,26,11,44,67,24,20,20,31,86,49,14,5,5,11,26,38,9,16,10,6,10,16,10,101.0,0.77,10.91638888888889,0,0,22:07:00
182,283,2032-06-28 06:33:00,2031-04-23 15:20:00,70.80888888888889,2,0,0.0,131,44.44305555555555,Invited Via Email,Admissions,0,5.0,Gibsonia,PA,15044.0,Business Management,Business and Administration,Non-IT,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,0.041944444444444444,0.5658333333333333,0.09333333333333334,0.6738888888888889,0.26361111111111113,0.8536111111111111,4.1866666666666665,0.2152777777777778,0.24166666666666667,0.2136111111111111,3.2047222222222222,0.10055555555555555,7.439722222222223,0.7775,9,10,8,12,8,9,13,11,10,13,12,27,23,12,6,16,10,23,92,12,9,10,82,8,45,11,121.0,0.92,18.871944444444445,1,0,15:20:00
183,284,2032-07-18 08:11:00,2031-05-11 08:33:00,70.52166666666666,1,0,0.0,131,6.576666666666667,Invited Via Email,Developers|CDT_Admin,0,3.0,Pittsburgh,PA,15201.0,full stack java,Full Stack Development,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,0,0.06888888888888889,15.821666666666667,7.6497222222222225,6.96,1.2638888888888888,5.786944444444444,9.480277777777777,4.631388888888889,1.2875,1.1380555555555556,1.0266666666666666,1.2705555555555557,6.0808333333333335,1.4575,17,16,13,15,14,14,20,17,11,10,14,16,30,6,10,6,4,11,11,9,15,13,10,6,8,17,111.0,0.85,63.92388888888889,0,0,08:33:00
184,285,2032-08-07 09:49:00,2031-05-29 01:46:00,71.41833333333334,2,0,0.0,131,66.72416666666666,Invited Via Email,Admissions,0,1.0,Pittsburgh,PA,15201.0,,,,0,0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012222222222222223,2.4363888888888887,0.9891666666666666,0.11333333333333333,0.10444444444444445,0.028055555555555556,0.026111111111111113,0.515,0.0,0.0,0.0,0.0,0.0,0.0,9,8,9,8,8,9,0,0,0,0,0,0,0,69,33,5,5,2,2,0,0,0,0,0,0,0,1.0,0.01,4.224722222222222,0,0,01:46:00
185,286,2032-08-27 11:27:00,2031-06-15 18:59:00,70.22083333333333,1,0,0.0,131,49.975,Invited Via Email,Developers|CDT_Admin,0,1.0,Philipsburg,PA,16866.0,,,,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,0,0,0.10416666666666667,10.641944444444444,0.4002777777777778,0.6672222222222223,0.5769444444444445,0.3288888888888889,0.15166666666666667,2.5877777777777777,2.321111111111111,0.6575,0.295,0.40194444444444444,0.6055555555555555,0.15583333333333332,9,9,11,11,8,9,12,10,9,10,11,11,0,78,7,14,6,2,3,34,80,6,11,3,4,0,111.0,0.85,19.895833333333332,0,0,18:59:00
186,287,2032-09-16 13:05:00,2031-07-03 12:12:00,69.37527777777778,1,0,0.0,131,56.26694444444445,Invited Via Email,Developers|CDT_Admin,0,5.0,Pittsburgh,PA,15201.0,CS,Computer Science,IT-development focused,0,0,,0.5,10,10,10,10,10,10,10,10,10,10,10,0,10,0.006666666666666667,0.6397222222222222,1.2975,0.9002777777777777,0.7616666666666667,3.4563888888888887,0.265,1.283611111111111,0.9655555555555555,0.16555555555555557,1.8325,0.31555555555555553,0.7769444444444444,0.36833333333333335,5,6,6,9,4,5,10,7,7,7,8,9,20,7,9,6,8,18,10,20,22,9,17,13,14,8,120.5,0.92,13.035277777777777,1,0,12:12:00
187,288,2032-10-06 14:43:00,2031-07-21 05:25:00,70.11222222222223,1,0,0.0,131,62.67583333333334,Invited Via Email,Developers|CDT_Admin,0,,York,PA,17401.0,Java,Computer Programming,IT-development focused,0,0,,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,0.12111111111111111,0.4633333333333333,0.37277777777777776,0.5041666666666667,0.695,0.49944444444444447,0.4527777777777778,0.3775,0.5022222222222222,0.3313888888888889,0.49166666666666664,0.4683333333333333,1.4669444444444444,0.5930555555555556,15,15,16,19,14,17,24,21,15,15,19,35,32,23,12,16,23,10,8,8,5,7,12,8,27,9,131.0,1.0,7.339722222222222,1,0,05:25:00
