,cand_id,q1-score,q2-score,q3-score,q4-score,q5-score,q6-score,q7-score,q8-score,q9-score,q10-score,q11-score,q12-score,q13-score,q14-score,score,max_score,inv_id,inv_at,attempt_end,attempt_start,attempt_id,attempt_time,attempt_ct,window_exit_ct,out_of_window_seconds,network_disconnect_seconds,invite_method,team,copy_paste_ct,product_rating,tag_score_mysql,tag_score_sql,tag_scoresql_case_statement,tag_score_sql_joins,tag_score_sql_aggregate_functions,tag_score_sql_subquery,section_score_create_scripts_&_insert_statements,section_score:_data_query_language_(dql),q1-time_taken,q2-time_taken,q3-time_taken,q4-time_taken,q5-time_taken,q6-time_taken,q7-time_taken,q8-time_taken,q9-time_taken,q10-time_taken,q11-time_taken,q12-time_taken,q13-time_taken,q14-time_taken,q2-loc,q3-loc,q4-loc,q5-loc,q6-loc,q7-loc,q8-loc,q9-loc,q10-loc,q11-loc,q12-loc,q13-loc,q14-loc,q2-compile_and_test_ct,q3-compile_and_test_ct,q4-compile_and_test_ct,q5-compile_and_test_ct,q6-compile_and_test_ct,q7-compile_and_test_ct,q8-compile_and_test_ct,q9-compile_and_test_ct,q10-compile_and_test_ct,q11-compile_and_test_ct,q12-compile_and_test_ct,q13-compile_and_test_ct,q14-compile_and_test_ct,q2-lang,q3-lang,q4-lang,q5-lang,q6-lang,q7-lang,q8-lang,q9-lang,q10-lang,q11-lang,q12-lang,q13-lang,q14-lang,q2-plagiarism,q3-plagiarism,q4-plagiarism,q5-plagiarism,q6-plagiarism,q7-plagiarism,q8-plagiarism,q9-plagiarism,q10-plagiarism,q11-plagiarism,q12-plagiarism,q13-plagiarism,q14-plagiarism,q2-plagiarism_pct,q3-plagiarism_pct,q4-plagiarism_pct,q5-plagiarism_pct,q6-plagiarism_pct,q7-plagiarism_pct,q8-plagiarism_pct,q9-plagiarism_pct,q10-plagiarism_pct,q11-plagiarism_pct,q12-plagiarism_pct,q13-plagiarism_pct,q14-plagiarism_pct,q2-testcase_passed,q3-testcase_passed,q4-testcase_passed,q5-testcase_passed,q6-testcase_passed,q7-testcase_passed,q8-testcase_passed,q9-testcase_passed,q10-testcase_passed,q11-testcase_passed,q12-testcase_passed,q13-testcase_passed,q14-testcase_passed,q2-testcase_time,q3-testcase_time,q4-testcase_time,q5-testcase_time,q6-testcase_time,q7-testcase_time,q8-testcase_time,q9-testcase_time,q10-testcase_time,q11-testcase_time,q12-testcase_time,q13-testcase_time,q14-testcase_time,candidate_city,candidate_major,city,state,zip,latitude,longitude,clean_major,clean_major_class,score_pct,pass
122,548,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953634,2027-02-15 08:33:00,2047-01-19 07:23:00,2044-02-29 17:45:00,73386544,315947,1,73,257041,100817,Invited Via Email,Admissions,7,,121.0,60,10,120,60,40,1.0,130.0,24640.0,22318,4634,1818,3330,23820,1989,1453,1913,1595,14350,2696,26144,75559,11,11,19,25,14,12,17,18,13,13,18,29,57,22,19,17,19,19,14,12,13,11,47,12,23,21,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.077446,0.087454,0.017633,0.06791,0.038166,0.030778,0.043522,0.046388,0.074436,0.049609,0.550568,0.034381,0.037308,Gilbert,Java Full-Stack Development,Gilbert,AZ,85233.0,33.3491,-111.8234,Software Development,IT-Dev,1.0,1
123,547,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953630,2027-01-24 10:10:00,2046-12-30 05:45:00,2044-02-12 00:32:00,73386652,360224,1,64,83854,240808,Invited Via Email,Admissions,1,4.0,121.0,60,10,120,60,40,1.0,130.0,388.0,431,493,2278,326,1888,22772,14140,3450,245,1717,415,4482,65873,9,11,11,16,8,11,15,15,9,14,14,29,30,6,6,23,5,17,24,8,15,6,24,7,39,10,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.030563,0.285094,0.036417,0.085105,0.032273,0.259122,0.061274,0.030537,0.042334,0.070441,0.092829,0.084358,0.046633,Minneapolis,Java,Minneapolis,MN,55401.0,44.9842,-93.2663,Software Development,IT-Dev,1.0,1
124,544,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953624,2027-01-02 11:47:00,2046-10-31 00:51:00,2043-12-20 20:53:00,73386302,281050,1,37,261310,107473,Invited Via Email,Admissions,31,,121.0,60,10,120,60,40,1.0,130.0,113.0,1081,335,38341,545,24718,1116,1333,3039,324,181,775,95207,5980,6,6,3,7,4,5,9,7,6,7,10,14,20,4,3,5,3,12,4,4,23,3,3,4,21,13,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027899,0.030834,0.058424,0.281422,0.046804,0.035639,0.035584,0.214178,0.06401,0.073207,0.043654,0.04414,0.039536,Lakeville,Java Full Stack Web Development,Lakeville,MN,55044.0,44.6403,-93.2177,Software Development,IT-Dev,1.0,1
125,543,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953622,2026-12-11 13:24:00,2046-10-10 23:13:00,2043-12-03 03:40:00,73386492,282098,1,53,33133,182232,Invited Via Email,Admissions,24,,121.0,60,10,120,60,40,1.0,130.0,3217.0,2818,2903,1032,1614,6908,1895,13700,1005,3733,641,934,1497,1624,5,5,5,7,6,7,9,14,6,7,9,17,20,10,5,6,9,10,10,5,6,7,9,5,6,5,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.028364,0.029721,0.047621,0.02927,0.03231,0.030008,0.03261,0.033325,0.033648,0.034044,0.037722,0.041303,0.033875,Mesa,Software Engineering,Mesa,AZ,85201.0,33.4374,-111.8334,Software Engineering,IT-Dev,1.0,1
126,541,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953618,2026-11-19 15:01:00,2046-08-31 19:57:00,2043-10-28 17:14:00,73386582,286773,1,117,31582,201906,Invited Via Email,Admissions,42,5.0,121.0,60,10,120,60,40,1.0,130.0,166.0,5389,1071,19426,1094,17616,1656,14652,2045,440,8144,1533,3641,7308,9,9,9,18,9,10,11,11,12,11,12,23,29,59,8,8,7,20,8,9,11,4,6,5,8,14,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.018727,0.040218,0.014836,0.03112,0.074202,0.013329,0.080273,0.017297,0.016416,0.041239,0.089944,0.048184,0.033986,Tempe,Java,Tempe,AZ,85281.0,33.4294,-111.9436,Software Development,IT-Dev,1.0,1
127,539,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953614,2026-10-28 16:38:00,2046-07-22 16:41:00,2043-09-23 06:48:00,73386502,133193,1,76,111559,8017,Invited Via Email,Admissions,13,5.0,121.0,60,10,120,60,40,1.0,130.0,68.0,2197,988,371,1020,918,82528,9526,574,278,19870,720,4429,1532,7,7,6,8,6,8,10,7,7,8,9,9,21,20,14,5,14,12,29,9,9,4,5,9,20,13,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027572,0.121194,0.093979,0.060611,0.035371,0.01858,0.045688,0.029934,0.025953,0.047401,0.03375,0.127129,0.08396,Mesa,Computer Science,Mesa,AZ,85201.0,33.4374,-111.8334,Computer Science,IT-Dev,1.0,1
128,538,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953612,2026-10-06 18:15:00,2046-07-02 15:03:00,2043-09-05 13:35:00,73386202,322336,1,68,26013,253406,Invited Via Email,Admissions,8,4.0,121.0,60,10,120,60,40,1.0,130.0,1130.0,2184,2797,2856,1411,2684,2569,5920,995,951,11301,2614,22402,8771,11,12,11,15,9,11,16,14,11,12,15,22,26,17,12,33,12,15,12,37,4,4,16,9,23,15,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.079978,0.09901,0.03211,0.082085,0.04033,0.029473,0.017735,0.052142,0.019071,0.035684,0.051818,0.072146,0.138867,Owatonna,Full Stack Java,Owatonna,MN,55060.0,44.0555,-93.2249,Software Development,IT-Dev,1.0,1
129,537,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953610,2026-09-14 19:52:00,2046-06-12 13:25:00,2043-08-18 20:22:00,73386540,286232,1,77,83021,153688,Invited Via Email,Admissions,44,4.0,121.0,60,10,120,60,40,1.0,130.0,199.0,901,1232,1965,620,16448,10942,2747,910,427,992,2274,59839,29828,5,6,7,7,5,7,8,7,5,7,8,15,18,16,17,13,9,20,24,10,12,9,13,14,34,20,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.063707,0.03541,0.07861,0.071731,0.11287,0.186661,0.048079,0.133254,0.263674,0.099929,0.043026,0.044425,0.10265,Excelsior,Java Developer,Excelsior,MN,55331.0,44.9276,-93.563,Software Development,IT-Dev,1.0,1
130,536,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953608,2026-08-23 21:29:00,2046-05-23 11:47:00,2043-08-01 03:09:00,73386240,286980,1,56,77083,254269,Invited Via Email,Admissions,25,5.0,121.0,60,10,120,60,40,1.0,130.0,260.0,4220,2373,618,416,921,1818,1413,1781,456,727,12451,4209,873,13,14,12,17,12,14,25,13,12,16,17,31,29,17,2,2,2,5,17,9,17,4,8,5,17,3,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011414,0.030235,0.029086,0.071681,0.036827,0.029713,0.12171,0.016853,0.018358,0.018291,0.035852,0.024637,0.026328,Minneapolis,Java,Minneapolis,MN,55401.0,44.9842,-93.2663,Software Development,IT-Dev,1.0,1
131,535,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953606,2026-08-01 23:06:00,2046-05-03 10:09:00,2043-07-14 09:56:00,73386672,306137,1,135,92465,246142,Invited Via Email,Admissions,19,4.0,121.0,60,10,120,60,40,1.0,130.0,991.0,2854,830,14515,792,3877,2145,3071,1623,498,844,654,13236,12923,17,17,16,23,15,16,24,21,17,16,22,33,62,21,16,33,12,20,27,26,21,12,15,8,54,18,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.104536,0.477975,0.041543,0.061843,0.061094,0.013899,0.268609,0.059098,0.035346,0.038411,0.037175,0.057252,0.044952,Saint Paul,Information Technology Infrastructure,Saint Paul,MN,55101.0,44.9507,-93.0936,Information Technology,IT-NonDev,1.0,1
132,534,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953604,2026-07-11 00:43:00,2046-04-13 08:31:00,2043-06-26 16:43:00,73387470,280849,1,204,126866,139022,Invited Via Email,Admissions,9,5.0,121.0,60,10,120,60,40,1.0,130.0,213.0,6186,1788,9144,1614,36912,4730,3604,12555,2467,1136,1862,23090,36390,7,6,4,9,5,7,11,10,7,7,11,18,23,63,26,16,17,41,27,30,41,23,10,21,71,84,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.030777,0.043277,0.029732,0.077316,0.061908,0.034544,0.07758,0.069328,0.035181,0.036639,0.15053,0.511148,0.033177,Minneapolis,full stack development,Minneapolis,MN,55401.0,44.9842,-93.2663,Software Development,IT-Dev,1.0,1
133,533,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953602,2026-06-19 02:20:00,2046-03-24 06:53:00,2043-06-08 23:30:00,73386220,285391,1,151,196667,132799,Invited Via Email,Admissions,21,3.0,121.0,60,10,120,60,40,1.0,130.0,404.0,12199,1200,1425,11569,28130,4902,11523,20008,1147,1117,1518,32677,24001,6,6,4,8,5,6,9,8,6,7,9,16,23,40,17,14,11,55,19,23,42,11,17,14,30,72,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.028033,0.137351,0.047372,0.01408,0.028762,0.029655,0.036795,0.031904,0.031791,0.032151,0.03653,0.037498,0.157168,Minneapolis,Software Engineering,Minneapolis,MN,55401.0,44.9842,-93.2663,Software Engineering,IT-Dev,1.0,1
134,532,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953600,2026-05-28 03:57:00,2046-03-04 05:15:00,2043-05-22 06:17:00,73386222,348456,1,235,243142,225084,Invited Via Email,Admissions,22,,121.0,60,10,120,60,40,1.0,130.0,211.0,1598,854,37068,3366,12673,5108,3023,22860,342,7712,7776,12407,8262,17,17,18,25,20,18,24,25,17,17,25,37,64,21,9,24,29,46,18,24,40,7,44,31,81,33,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.037889,0.033506,0.016159,0.213955,0.01366,0.029759,0.079593,0.032493,0.06064,0.062285,0.052567,0.038591,0.069848,Saint Paul,Computer Science,Saint Paul,MN,55101.0,44.9507,-93.0936,Computer Science,IT-Dev,1.0,1
135,530,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953596,2026-05-06 05:34:00,2046-01-23 01:59:00,2043-04-16 19:51:00,73386206,287080,1,40,105485,202993,Invited Via Email,Admissions,4,5.0,121.0,60,10,120,60,40,1.0,130.0,1161.0,566,167,1936,561,1970,27876,6210,1901,636,4633,913,33968,1545,9,9,8,11,9,10,12,10,9,11,11,18,23,9,3,3,10,17,15,31,13,5,9,7,27,5,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.093709,0.034169,0.111652,0.030865,0.036955,0.048835,0.033364,0.049074,0.098948,0.033064,0.092139,0.046771,0.03575,Mesa,Software Engineering,Mesa,AZ,85201.0,33.4374,-111.8334,Software Engineering,IT-Dev,1.0,1
136,529,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953594,2022-07-24 11:25:00,2046-01-03 00:21:00,2043-03-30 02:38:00,73388412,281741,1,36,267124,77869,Invited Via Email,Admissions,14,3.0,121.0,60,10,120,60,40,1.0,130.0,19.0,720,260,291,1350,45,81480,55,45,2135,75,366,634,93,9,9,10,11,8,9,12,10,10,11,9,16,21,3,2,2,3,2,2,2,2,4,2,2,2,4,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.034598,0.047943,0.030117,0.021917,0.075502,0.068232,0.046008,0.020124,0.038111,0.080128,0.03319,0.032089,0.033798,Tewksbury,full stack,Tewksbury,MA,1876.0,42.5323,-71.2036,Software Development,IT-Dev,1.0,1
137,528,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953592,2026-04-14 07:11:00,2045-12-13 22:43:00,2043-03-12 09:25:00,73387664,321359,1,92,230555,18359,Invited Via Email,Admissions,0,4.0,121.0,60,10,120,60,40,1.0,130.0,234.0,8078,943,1499,767,2864,2104,14887,85461,18681,43860,20900,98980,3558,14,15,16,18,15,15,17,17,15,16,15,24,28,10,6,4,4,11,15,10,9,4,8,6,4,5,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.040546,0.033739,0.050852,0.035409,0.063895,0.049932,0.08315,0.05079,0.035396,0.0328,0.171473,0.05602,0.05296,Faribault,Computer Science,Faribault,MN,55021.0,44.2966,-93.2836,Computer Science,IT-Dev,1.0,1
138,527,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953590,2026-03-23 08:48:00,2045-11-23 21:05:00,2043-02-22 16:12:00,73386546,24046,1,4,3088,102,Invited Via Email,Admissions,0,4.0,121.0,60,10,120,60,40,1.0,130.0,74.0,548,744,766,853,1517,2534,5839,2215,748,1064,845,4423,1734,10,10,8,13,9,13,10,9,8,9,9,18,22,5,9,11,7,11,30,9,28,4,13,8,42,6,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150388,0.036749,0.028369,0.031265,0.032231,0.040529,0.094471,0.034013,0.103307,0.091442,0.038679,0.037508,0.033592,Minneapolis,Java,Minneapolis,MN,55401.0,44.9842,-93.2663,Software Development,IT-Dev,1.0,1
139,525,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953586,2026-03-01 10:25:00,2045-10-14 17:49:00,2043-01-18 05:46:00,73386392,109253,1,12,58573,50440,Invited Via Email,Admissions,22,,121.0,60,10,120,60,40,1.0,130.0,50.0,803,931,648,505,5822,849,9053,1864,644,9586,324,27092,600,11,11,10,14,11,11,14,13,11,26,13,21,25,8,10,15,5,39,16,62,23,9,57,6,99,8,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.021882,0.076746,0.018529,0.112449,0.01927,0.034363,0.016159,0.52379,0.115952,0.195012,0.158027,0.131014,0.526533,Arlington,English,Arlington,VA,22203.0,38.8731,-77.1198,English,Non-IT,1.0,1
140,524,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953584,2026-02-07 12:02:00,2045-09-24 16:11:00,2042-12-31 12:33:00,73386690,25043,1,17,2164,135,Invited Via Email,Admissions,20,3.0,121.0,60,10,120,60,40,1.0,130.0,728.0,544,293,1087,3222,3439,1702,2983,705,1673,1034,573,4775,2082,15,13,11,18,12,14,20,18,14,14,20,33,30,5,4,7,5,10,7,3,5,3,3,3,13,3,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011359,0.030472,0.129744,0.031124,0.031419,0.014128,0.013463,0.013448,0.01531,0.015065,0.019212,0.020302,0.015263,Saint Paul,Computer Science,Saint Paul,MN,55101.0,44.9507,-93.0936,Computer Science,IT-Dev,1.0,1
141,523,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953582,2026-01-16 13:39:00,2045-09-04 14:33:00,2042-12-13 19:20:00,73386254,108919,1,47,81297,44545,Invited Via Email,Admissions,16,5.0,121.0,60,10,120,60,40,1.0,130.0,1349.0,2069,828,1208,420,3035,1580,5839,631,656,4705,3468,35326,2853,10,6,6,9,4,4,9,7,6,27,8,23,20,11,8,5,4,22,5,21,5,6,32,16,22,11,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.133888,0.082077,0.136502,0.109941,0.149762,0.288707,0.05093,0.10525,0.046727,0.023707,0.04179,0.024919,0.113034,Revere,Full Stack Developer,Revere,MA,2151.0,42.4264,-70.9907,Software Development,IT-Dev,1.0,1
142,522,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953580,2025-12-25 15:16:00,2045-08-15 12:55:00,2042-11-26 02:07:00,73386596,37606,1,28,10433,95,Invited Via Email,Admissions,4,,121.0,60,10,120,60,40,1.0,130.0,834.0,979,1164,2217,716,966,2432,19990,1650,668,664,638,2825,1726,10,9,19,12,9,10,11,10,9,10,11,21,25,10,4,10,4,9,11,21,10,5,5,5,8,4,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.026944,0.030681,0.028909,0.030714,0.029306,0.02972,0.030451,0.055905,0.407023,0.053068,0.040822,0.043368,0.034273,South Weymouth,Computer Science,South Weymouth,MA,2190.0,42.1572,-70.9537,Computer Science,IT-Dev,1.0,1
143,521,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953578,2025-12-03 16:53:00,2045-07-26 11:17:00,2042-11-08 08:54:00,73387630,182795,1,19,67109,110,Invited Via Email,Admissions,61,4.0,121.0,60,10,120,60,40,1.0,130.0,199.0,6330,1022,414,319,1050,18619,1995,1162,1994,43815,1226,85904,18048,12,10,12,7,4,5,8,6,6,7,5,12,17,10,12,3,2,7,26,5,2,4,13,4,7,12,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027148,0.256285,0.094105,0.031832,0.118014,0.107086,0.036248,0.032919,0.058188,0.032157,0.140753,0.033668,0.051601,Dracut,Tek,Dracut,MA,1826.0,42.6588,-71.1722,TEKsystems,IT-NonDev,1.0,1
144,519,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953574,2031-02-01 21:51:00,2045-06-16 08:01:00,2042-10-03 22:28:00,73386092,18256,1,3,161,0,Invited Via Email,Admissions,0,3.0,121.0,60,10,120,60,40,1.0,130.0,755.0,910,588,392,303,3634,1616,562,426,177,300,408,7543,592,7,8,7,12,8,9,9,9,7,7,9,21,23,11,9,4,4,14,8,4,4,4,4,5,8,5,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.053135,0.101105,0.349999,0.016108,0.12691,0.058429,0.017424,0.04724,0.039581,0.032494,0.041134,0.020589,0.379153,Quincy,Computer Science,Quincy,MA,2169.0,42.2439,-71.0022,Computer Science,IT-Dev,1.0,1
145,518,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953572,2022-07-02 13:02:00,2045-05-27 06:23:00,2042-09-16 05:15:00,73390340,201707,1,76,28720,105374,Invited Via Email,Admissions,52,,121.0,60,10,120,60,40,1.0,130.0,297.0,3591,1960,7985,2954,2271,2495,42652,885,538,3670,1596,3404,2670,11,5,11,18,7,6,8,10,6,7,7,8,20,3,3,8,4,8,5,39,4,5,4,4,3,4,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027452,0.057836,0.031696,0.74504,0.026495,0.014951,0.054789,0.023133,0.026449,0.035463,0.033968,0.045219,0.064166,Minneapolis,Java,Minneapolis,MN,55401.0,44.9842,-93.2663,Software Development,IT-Dev,1.0,1
146,517,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,131.0,131,66953570,2025-11-11 18:30:00,2045-05-07 04:45:00,2042-08-29 12:02:00,73386636,26347,1,53,1776,0,Invited Via Email,Admissions,0,1.0,121.0,60,10,120,60,40,1.0,130.0,308.0,762,402,1756,2037,1022,1373,1364,711,7181,2265,2477,1954,2347,10,10,9,12,10,12,17,15,12,12,16,29,28,10,4,17,12,10,19,12,9,51,13,12,11,20,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.029306,0.086543,0.0371,0.0616,0.030367,0.653572,0.03277,0.034242,0.029006,0.099329,0.034017,0.041793,0.040346,Saint Paul,Biology,Saint Paul,MN,55101.0,44.9507,-93.0936,Biology,Non-IT,1.0,1
